semester,kelas,mapel,kehadiran,nilai_mapel,hasil_akhir
ganjil,10,pai,100,91,lulus
ganjil,10,pai,100,95,lulus
ganjil,10,pai,100,78,recourse
ganjil,10,pai,80,73,lulus
ganjil,10,pai,100,80,lulus
ganjil,10,pai,20,78,recourse
ganjil,10,pai,100,78,recourse
ganjil,10,pai,90,83,recourse
ganjil,10,pai,50,68,recourse
ganjil,10,pai,90,77,lulus
ganjil,10,pai,100,79,lulus
ganjil,10,pai,95,89,lulus
ganjil,10,pai,95,81,lulus
ganjil,10,pai,100,74,lulus
ganjil,10,pai,95,81,recourse
ganjil,10,pai,95,75,lulus
ganjil,10,pai,100,83,lulus
ganjil,10,pai,85,73,lulus
ganjil,10,pai,100,74,lulus
ganjil,10,pai,100,92,lulus
ganjil,10,pai,100,82,lulus
ganjil,10,pai,95,85,lulus
ganjil,10,pai,95,86,lulus
ganjil,10,pai,90,90,lulus
ganjil,10,pai,95,88,lulus
ganjil,10,pai,70,81,lulus
ganjil,10,pai,90,80,lulus
ganjil,10,pai,95,80,lulus
ganjil,10,pai,95,96,lulus
ganjil,10,pai,95,86,lulus
ganjil,10,pai,95,91,lulus
ganjil,10,pai,95,76,lulus
ganjil,10,pai,95,73,lulus
ganjil,10,pai,70,82,recourse
ganjil,10,pai,95,89,lulus
ganjil,10,pai,82,83,lulus
ganjil,10,pai,95,84,lulus
ganjil,10,pai,78,73,lulus
ganjil,10,pai,95,71,lulus
ganjil,10,pai,96,73,lulus
ganjil,10,pai,95,85,lulus
ganjil,10,pai,98,90,lulus
ganjil,10,pai,90,86,lulus
ganjil,10,pai,46,84,recourse
ganjil,10,pai,90,83,lulus
ganjil,10,pai,95,93,lulus
ganjil,10,pai,86,78,lulus
ganjil,10,pai,90,84,lulus
ganjil,10,pai,95,76,lulus
ganjil,10,pai,82,90,lulus
ganjil,10,pai,95,79,lulus
ganjil,10,pai,69,81,lulus
ganjil,10,pai,95,86,lulus
ganjil,10,pai,95,94,lulus
ganjil,10,pai,98,88,lulus
ganjil,10,pai,95,80,lulus
ganjil,10,pai,100,81,lulus
ganjil,10,pai,90,84,lulus
ganjil,10,pai,95,90,lulus
ganjil,10,pai,20,80,recourse
ganjil,10,pai,100,82,lulus
ganjil,10,pai,100,89,lulus
ganjil,10,pai,95,89,lulus
ganjil,10,pai,100,83,lulus
ganjil,10,pai,90,70,lulus
ganjil,10,pai,90,66,recourse
ganjil,10,pai,100,76,lulus
ganjil,10,pai,100,78,lulus
ganjil,10,pai,100,81,lulus
ganjil,10,pai,90,77,lulus
ganjil,10,pai,100,96,lulus
ganjil,10,pai,80,87,lulus
ganjil,10,pai,95,74,lulus
ganjil,10,pai,70,69,recourse
ganjil,10,pai,100,85,lulus
ganjil,10,pai,100,91,lulus
ganjil,10,pai,100,87,lulus
ganjil,10,pai,100,75,lulus
ganjil,10,pai,100,84,lulus
ganjil,10,pai,100,75,lulus
ganjil,10,pai,70,66,recourse
ganjil,10,bahasa,90,75,lulus
ganjil,10,bahasa,94,90,lulus
ganjil,10,bahasa,89,77,lulus
ganjil,10,bahasa,90,82,lulus
ganjil,10,bahasa,91,83,lulus
ganjil,10,bahasa,74,75,recourse
ganjil,10,bahasa,87,80,lulus
ganjil,10,bahasa,90,71,recourse
ganjil,10,bahasa,84,81,lulus
ganjil,10,bahasa,90,73,lulus
ganjil,10,bahasa,89,75,lulus
ganjil,10,bahasa,90,78,lulus
ganjil,10,bahasa,90,79,lulus
ganjil,10,bahasa,89,82,lulus
ganjil,10,bahasa,85,69,lulus
ganjil,10,bahasa,83,81,lulus
ganjil,10,bahasa,90,79,lulus
ganjil,10,bahasa,89,73,lulus
ganjil,10,bahasa,84,72,lulus
ganjil,10,bahasa,92,84,lulus
ganjil,10,bahasa,82,76,lulus
ganjil,10,bahasa,90,75,lulus
ganjil,10,bahasa,90,82,lulus
ganjil,10,bahasa,90,81,lulus
ganjil,10,bahasa,90,82,lulus
ganjil,10,bahasa,90,83,lulus
ganjil,10,bahasa,90,77,lulus
ganjil,10,bahasa,90,82,lulus
ganjil,10,bahasa,91,81,lulus
ganjil,10,bahasa,91,85,lulus
ganjil,10,bahasa,91,84,lulus
ganjil,10,bahasa,92,79,lulus
ganjil,10,bahasa,87,73,lulus
ganjil,10,bahasa,89,83,lulus
ganjil,10,bahasa,91,83,lulus
ganjil,10,bahasa,91,72,lulus
ganjil,10,bahasa,82,75,lulus
ganjil,10,bahasa,90,88,recourse
ganjil,10,bahasa,91,75,recourse
ganjil,10,bahasa,90,85,lulus
ganjil,10,bahasa,91,84,lulus
ganjil,10,bahasa,90,76,lulus
ganjil,10,bahasa,86,73,lulus
ganjil,10,bahasa,90,80,recourse
ganjil,10,bahasa,92,85,lulus
ganjil,10,bahasa,90,75,lulus
ganjil,10,bahasa,89,80,lulus
ganjil,10,bahasa,90,71,lulus
ganjil,10,bahasa,90,85,lulus
ganjil,10,bahasa,92,81,lulus
ganjil,10,bahasa,91,79,lulus
ganjil,10,bahasa,90,82,lulus
ganjil,10,bahasa,91,81,lulus
ganjil,10,bahasa,89,78,lulus
ganjil,10,bahasa,90,77,lulus
ganjil,10,bahasa,90,73,lulus
ganjil,10,bahasa,90,78,lulus
ganjil,10,bahasa,87,79,recourse
ganjil,10,bahasa,92,79,lulus
ganjil,10,bahasa,81,80,recourse
ganjil,10,bahasa,88,85,lulus
ganjil,10,bahasa,90,81,lulus
ganjil,10,bahasa,89,80,lulus
ganjil,10,bahasa,91,81,lulus
ganjil,10,bahasa,90,77,lulus
ganjil,10,bahasa,91,83,lulus
ganjil,10,bahasa,90,75,lulus
ganjil,10,bahasa,88,70,lulus
ganjil,10,bahasa,81,71,lulus
ganjil,10,bahasa,80,76,lulus
ganjil,10,bahasa,81,69,lulus
ganjil,10,bahasa,84,80,lulus
ganjil,10,bahasa,80,77,lulus
ganjil,10,bahasa,81,77,lulus
ganjil,10,math,79,68,lulus
ganjil,10,math,99,96,lulus
ganjil,10,math,89,75,lulus
ganjil,10,math,83,75,lulus
ganjil,10,math,97,99,lulus
ganjil,10,math,60,49,recourse
ganjil,10,math,75,66,lulus
ganjil,10,math,83,78,lulus
ganjil,10,math,62,80,recourse
ganjil,10,math,88,56,lulus
ganjil,10,math,81,56,recourse
ganjil,10,math,92,76,lulus
ganjil,10,math,88,82,lulus
ganjil,10,math,85,84,lulus
ganjil,10,math,68,63,recourse
ganjil,10,math,55,17,recourse
ganjil,10,math,89,64,lulus
ganjil,10,math,70,61,recourse
ganjil,10,math,47,31,recourse
ganjil,10,math,87,78,lulus
ganjil,10,math,79,58,lulus
ganjil,10,math,87,74,lulus
ganjil,10,math,92,83,lulus
ganjil,10,math,97,83,lulus
ganjil,10,math,95,81,lulus
ganjil,10,math,95,73,lulus
ganjil,10,math,96,85,lulus
ganjil,10,math,95,75,lulus
ganjil,10,math,99,95,lulus
ganjil,10,math,97,77,lulus
ganjil,10,math,91,80,lulus
ganjil,10,math,96,82,lulus
ganjil,10,math,94,86,lulus
ganjil,10,math,76,84,lulus
ganjil,10,math,99,89,lulus
ganjil,10,math,89,95,lulus
ganjil,10,math,97,72,lulus
ganjil,10,math,78,42,recourse
ganjil,10,math,99,75,lulus
ganjil,10,math,98,84,lulus
ganjil,10,math,94,79,lulus
ganjil,10,math,93,94,lulus
ganjil,10,math,90,82,lulus
ganjil,10,math,63,49,recourse
ganjil,10,math,98,73,lulus
ganjil,10,math,98,96,lulus
ganjil,10,math,88,68,lulus
ganjil,10,math,87,78,lulus
ganjil,10,math,68,56,recourse
ganjil,10,math,98,92,lulus
ganjil,10,math,96,76,lulus
ganjil,10,math,91,75,lulus
ganjil,10,math,98,94,lulus
ganjil,10,math,97,93,lulus
ganjil,10,math,96,81,lulus
ganjil,10,math,67,60,recourse
ganjil,10,math,86,40,recourse
ganjil,10,math,77,79,lulus
ganjil,10,math,100,54,recourse
ganjil,10,math,85,66,lulus
ganjil,10,math,11,35,recourse
ganjil,10,math,95,90,lulus
ganjil,10,math,97,81,lulus
ganjil,10,math,100,60,lulus
ganjil,10,math,76,74,lulus
ganjil,10,math,69,63,lulus
ganjil,10,math,72,71,lulus
ganjil,10,math,76,58,recourse
ganjil,10,math,83,22,recourse
ganjil,10,math,80,87,lulus
ganjil,10,math,91,74,lulus
ganjil,10,math,89,75,lulus
ganjil,10,math,96,88,lulus
ganjil,10,math,84,75,lulus
ganjil,10,math,78,72,lulus
ganjil,10,math,11,11,recourse
ganjil,10,math,87,68,lulus
ganjil,10,math,89,54,lulus
ganjil,10,math,92,77,lulus
ganjil,10,math,80,72,lulus
ganjil,10,math,98,81,lulus
ganjil,10,math,52,26,recourse
ganjil,10,math,52,36,recourse
ganjil,10,sejarah_indonesia,88,56,lulus
ganjil,10,sejarah_indonesia,97,99,lulus
ganjil,10,sejarah_indonesia,50,63,recourse
ganjil,10,sejarah_indonesia,83,39,recourse
ganjil,10,sejarah_indonesia,95,62,lulus
ganjil,10,sejarah_indonesia,32,53,recourse
ganjil,10,sejarah_indonesia,80,62,recourse
ganjil,10,sejarah_indonesia,52,73,recourse
ganjil,10,sejarah_indonesia,34,53,recourse
ganjil,10,sejarah_indonesia,90,55,lulus
ganjil,10,sejarah_indonesia,94,63,lulus
ganjil,10,sejarah_indonesia,90,69,lulus
ganjil,10,sejarah_indonesia,92,72,lulus
ganjil,10,sejarah_indonesia,89,71,lulus
ganjil,10,sejarah_indonesia,68,46,recourse
ganjil,10,sejarah_indonesia,69,53,recourse
ganjil,10,sejarah_indonesia,94,76,lulus
ganjil,10,sejarah_indonesia,69,59,recourse
ganjil,10,sejarah_indonesia,75,48,recourse
ganjil,10,sejarah_indonesia,92,83,lulus
ganjil,10,sejarah_indonesia,90,64,lulus
ganjil,10,sejarah_indonesia,89,54,lulus
ganjil,10,sejarah_indonesia,95,66,lulus
ganjil,10,sejarah_indonesia,97,86,lulus
ganjil,10,sejarah_indonesia,98,86,lulus
ganjil,10,sejarah_indonesia,95,74,lulus
ganjil,10,sejarah_indonesia,95,67,lulus
ganjil,10,sejarah_indonesia,93,65,lulus
ganjil,10,sejarah_indonesia,98,92,lulus
ganjil,10,sejarah_indonesia,96,83,lulus
ganjil,10,sejarah_indonesia,97,90,lulus
ganjil,10,sejarah_indonesia,96,70,lulus
ganjil,10,sejarah_indonesia,95,71,lulus
ganjil,10,sejarah_indonesia,77,73,lulus
ganjil,10,sejarah_indonesia,97,85,lulus
ganjil,10,sejarah_indonesia,93,76,lulus
ganjil,10,sejarah_indonesia,93,69,lulus
ganjil,10,sejarah_indonesia,66,55,recourse
ganjil,10,sejarah_indonesia,94,59,lulus
ganjil,10,sejarah_indonesia,96,73,lulus
ganjil,10,sejarah_indonesia,94,80,lulus
ganjil,10,sejarah_indonesia,96,82,lulus
ganjil,10,sejarah_indonesia,96,69,lulus
ganjil,10,sejarah_indonesia,47,56,recourse
ganjil,10,sejarah_indonesia,96,68,lulus
ganjil,10,sejarah_indonesia,96,73,lulus
ganjil,10,sejarah_indonesia,92,68,lulus
ganjil,10,sejarah_indonesia,96,71,lulus
ganjil,10,sejarah_indonesia,60,60,recourse
ganjil,10,sejarah_indonesia,97,82,lulus
ganjil,10,sejarah_indonesia,97,77,lulus
ganjil,10,sejarah_indonesia,94,72,lulus
ganjil,10,sejarah_indonesia,97,68,lulus
ganjil,10,sejarah_indonesia,98,80,lulus
ganjil,10,sejarah_indonesia,96,73,lulus
ganjil,10,sejarah_indonesia,90,64,lulus
ganjil,10,sejarah_indonesia,93,53,lulus
ganjil,10,sejarah_indonesia,92,79,lulus
ganjil,10,sejarah_indonesia,73,63,recourse
ganjil,10,sejarah_indonesia,97,73,lulus
ganjil,10,sejarah_indonesia,96,81,lulus
ganjil,10,sejarah_indonesia,86,70,lulus
ganjil,10,sejarah_indonesia,87,83,lulus
ganjil,10,sejarah_indonesia,80,67,lulus
ganjil,10,sejarah_indonesia,52,69,recourse
ganjil,10,sejarah_indonesia,76,53,recourse
ganjil,10,sejarah_indonesia,94,53,lulus
ganjil,10,sejarah_indonesia,92,64,lulus
ganjil,10,sejarah_indonesia,95,79,lulus
ganjil,10,sejarah_indonesia,92,65,lulus
ganjil,10,sejarah_indonesia,92,81,lulus
ganjil,10,sejarah_indonesia,89,71,lulus
ganjil,10,sejarah_indonesia,90,68,lulus
ganjil,10,sejarah_indonesia,8,19,recourse
ganjil,10,sejarah_indonesia,91,71,lulus
ganjil,10,sejarah_indonesia,85,71,lulus
ganjil,10,sejarah_indonesia,96,64,lulus
ganjil,10,sejarah_indonesia,93,81,lulus
ganjil,10,sejarah_indonesia,96,77,lulus
ganjil,10,sejarah_indonesia,91,37,lulus
ganjil,10,sejarah_indonesia,42,45,recourse
ganjil,10,bahasa_inggris,77,71,recourse
ganjil,10,bahasa_inggris,91,92,lulus
ganjil,10,bahasa_inggris,61,94,lulus
ganjil,10,bahasa_inggris,59,63,recourse
ganjil,10,bahasa_inggris,74,84,lulus
ganjil,10,bahasa_inggris,46,54,recourse
ganjil,10,bahasa_inggris,74,90,lulus
ganjil,10,bahasa_inggris,71,83,recourse
ganjil,10,bahasa_inggris,55,58,recourse
ganjil,10,bahasa_inggris,75,58,recourse
ganjil,10,bahasa_inggris,67,81,recourse
ganjil,10,bahasa_inggris,89,83,lulus
ganjil,10,bahasa_inggris,89,97,lulus
ganjil,10,bahasa_inggris,85,84,lulus
ganjil,10,bahasa_inggris,58,31,recourse
ganjil,10,bahasa_inggris,65,70,recourse
ganjil,10,bahasa_inggris,88,78,lulus
ganjil,10,bahasa_inggris,73,83,recourse
ganjil,10,bahasa_inggris,67,68,recourse
ganjil,10,bahasa_inggris,91,89,lulus
ganjil,10,bahasa_inggris,83,65,recourse
ganjil,10,bahasa_inggris,83,59,recourse
ganjil,10,bahasa_inggris,90,87,lulus
ganjil,10,bahasa_inggris,88,92,lulus
ganjil,10,bahasa_inggris,91,78,lulus
ganjil,10,bahasa_inggris,90,81,lulus
ganjil,10,bahasa_inggris,89,85,lulus
ganjil,10,bahasa_inggris,90,77,lulus
ganjil,10,bahasa_inggris,92,95,lulus
ganjil,10,bahasa_inggris,90,91,lulus
ganjil,10,bahasa_inggris,92,95,lulus
ganjil,10,bahasa_inggris,91,80,lulus
ganjil,10,bahasa_inggris,90,88,lulus
ganjil,10,bahasa_inggris,29,83,recourse
ganjil,10,bahasa_inggris,91,81,lulus
ganjil,10,bahasa_inggris,89,77,lulus
ganjil,10,bahasa_inggris,81,83,lulus
ganjil,10,bahasa_inggris,61,45,recourse
ganjil,10,bahasa_inggris,85,79,lulus
ganjil,10,bahasa_inggris,92,84,lulus
ganjil,10,bahasa_inggris,91,84,lulus
ganjil,10,bahasa_inggris,92,86,lulus
ganjil,10,bahasa_inggris,90,92,lulus
ganjil,10,bahasa_inggris,32,70,recourse
ganjil,10,bahasa_inggris,91,85,lulus
ganjil,10,bahasa_inggris,91,92,lulus
ganjil,10,bahasa_inggris,90,90,lulus
ganjil,10,bahasa_inggris,86,86,lulus
ganjil,10,bahasa_inggris,65,60,recourse
ganjil,10,bahasa_inggris,90,93,lulus
ganjil,10,bahasa_inggris,90,89,lulus
ganjil,10,bahasa_inggris,79,75,lulus
ganjil,10,bahasa_inggris,92,45,recourse
ganjil,10,bahasa_inggris,93,91,lulus
ganjil,10,bahasa_inggris,90,92,lulus
ganjil,10,bahasa_inggris,75,24,recourse
ganjil,10,bahasa_inggris,84,54,recourse
ganjil,10,bahasa_inggris,87,79,lulus
ganjil,10,bahasa_inggris,75,2,recourse
ganjil,10,bahasa_inggris,81,79,lulus
ganjil,10,bahasa_inggris,88,89,lulus
ganjil,10,bahasa_inggris,92,96,lulus
ganjil,10,bahasa_inggris,89,76,lulus
ganjil,10,bahasa_inggris,79,76,lulus
ganjil,10,bahasa_inggris,69,65,recourse
ganjil,10,bahasa_inggris,44,66,recourse
ganjil,10,bahasa_inggris,55,72,recourse
ganjil,10,bahasa_inggris,88,65,recourse
ganjil,10,bahasa_inggris,90,82,lulus
ganjil,10,bahasa_inggris,86,90,lulus
ganjil,10,bahasa_inggris,86,75,lulus
ganjil,10,bahasa_inggris,88,92,lulus
ganjil,10,bahasa_inggris,84,91,lulus
ganjil,10,bahasa_inggris,76,80,lulus
ganjil,10,bahasa_inggris,22,22,recourse
ganjil,10,bahasa_inggris,88,76,lulus
ganjil,10,bahasa_inggris,75,75,lulus
ganjil,10,bahasa_inggris,90,74,lulus
ganjil,10,bahasa_inggris,83,89,lulus
ganjil,10,bahasa_inggris,91,72,lulus
ganjil,10,bahasa_inggris,79,72,recourse
ganjil,10,bahasa_inggris,45,39,recourse
ganjil,10,bahasa_arab,93,65,lulus
ganjil,10,bahasa_arab,100,98,lulus
ganjil,10,bahasa_arab,41,41,recourse
ganjil,10,bahasa_arab,89,78,lulus
ganjil,10,bahasa_arab,84,87,lulus
ganjil,10,bahasa_arab,53,59,recourse
ganjil,10,bahasa_arab,49,59,recourse
ganjil,10,bahasa_arab,56,51,recourse
ganjil,10,bahasa_arab,36,51,recourse
ganjil,10,bahasa_arab,90,60,lulus
ganjil,10,bahasa_arab,56,53,recourse
ganjil,10,bahasa_arab,95,71,lulus
ganjil,10,bahasa_arab,94,82,lulus
ganjil,10,bahasa_arab,84,60,lulus
ganjil,10,bahasa_arab,53,43,recourse
ganjil,10,bahasa_arab,55,46,recourse
ganjil,10,bahasa_arab,91,56,lulus
ganjil,10,bahasa_arab,62,75,lulus
ganjil,10,bahasa_arab,68,38,recourse
ganjil,10,bahasa_arab,91,66,lulus
ganjil,10,bahasa_arab,93,54,lulus
ganjil,10,bahasa_arab,91,54,lulus
ganjil,10,bahasa_arab,91,76,lulus
ganjil,10,bahasa_arab,100,89,lulus
ganjil,10,bahasa_arab,99,71,lulus
ganjil,10,bahasa_arab,93,56,lulus
ganjil,10,bahasa_arab,93,76,lulus
ganjil,10,bahasa_arab,98,66,lulus
ganjil,10,bahasa_arab,100,87,lulus
ganjil,10,bahasa_arab,87,96,lulus
ganjil,10,bahasa_arab,100,94,lulus
ganjil,10,bahasa_arab,95,66,lulus
ganjil,10,bahasa_arab,98,75,lulus
ganjil,10,bahasa_arab,81,63,lulus
ganjil,10,bahasa_arab,98,87,lulus
ganjil,10,bahasa_arab,84,72,lulus
ganjil,10,bahasa_arab,96,63,lulus
ganjil,10,bahasa_arab,85,60,lulus
ganjil,10,bahasa_arab,81,63,lulus
ganjil,10,bahasa_arab,98,71,lulus
ganjil,10,bahasa_arab,99,83,lulus
ganjil,10,bahasa_arab,96,87,lulus
ganjil,10,bahasa_arab,93,66,lulus
ganjil,10,bahasa_arab,43,42,recourse
ganjil,10,bahasa_arab,100,74,lulus
ganjil,10,bahasa_arab,100,88,lulus
ganjil,10,bahasa_arab,62,49,recourse
ganjil,10,bahasa_arab,91,81,lulus
ganjil,10,bahasa_arab,64,41,recourse
ganjil,10,bahasa_arab,92,96,lulus
ganjil,10,bahasa_arab,85,89,lulus
ganjil,10,bahasa_arab,84,61,lulus
ganjil,10,bahasa_arab,99,92,lulus
ganjil,10,bahasa_arab,96,98,lulus
ganjil,10,bahasa_arab,100,92,lulus
ganjil,10,bahasa_arab,83,62,lulus
ganjil,10,bahasa_arab,100,39,lulus
ganjil,10,bahasa_arab,93,84,lulus
ganjil,10,bahasa_arab,70,45,recourse
ganjil,10,bahasa_arab,13,45,recourse
ganjil,10,bahasa_arab,99,75,lulus
ganjil,10,bahasa_arab,99,77,lulus
ganjil,10,bahasa_arab,90,60,lulus
ganjil,10,bahasa_arab,94,77,lulus
ganjil,10,bahasa_arab,55,53,recourse
ganjil,10,bahasa_arab,22,43,recourse
ganjil,10,bahasa_arab,41,22,recourse
ganjil,10,bahasa_arab,90,49,lulus
ganjil,10,bahasa_arab,89,60,lulus
ganjil,10,bahasa_arab,96,80,lulus
ganjil,10,bahasa_arab,80,65,lulus
ganjil,10,bahasa_arab,100,83,lulus
ganjil,10,bahasa_arab,91,56,lulus
ganjil,10,bahasa_arab,84,62,lulus
ganjil,10,bahasa_arab,20,35,recourse
ganjil,10,bahasa_arab,98,52,lulus
ganjil,10,bahasa_arab,54,71,recourse
ganjil,10,bahasa_arab,95,84,lulus
ganjil,10,bahasa_arab,79,65,lulus
ganjil,10,bahasa_arab,99,88,lulus
ganjil,10,bahasa_arab,50,41,recourse
ganjil,10,bahasa_arab,46,30,recourse
ganjil,10,biologi,79,62,recourse
ganjil,10,biologi,97,90,lulus
ganjil,10,biologi,50,41,recourse
ganjil,10,biologi,80,42,recourse
ganjil,10,biologi,86,75,lulus
ganjil,10,biologi,42,46,recourse
ganjil,10,biologi,81,55,recourse
ganjil,10,biologi,77,51,recourse
ganjil,10,biologi,51,47,recourse
ganjil,10,biologi,78,44,recourse
ganjil,10,biologi,50,43,recourse
ganjil,10,biologi,78,65,recourse
ganjil,10,biologi,90,77,lulus
ganjil,10,biologi,96,56,lulus
ganjil,10,biologi,59,36,recourse
ganjil,10,biologi,68,26,recourse
ganjil,10,biologi,91,68,lulus
ganjil,10,biologi,78,43,recourse
ganjil,10,biologi,84,46,recourse
ganjil,10,biologi,97,81,lulus
ganjil,10,biologi,87,45,recourse
ganjil,10,biologi,87,45,recourse
ganjil,10,biologi,92,53,lulus
ganjil,10,biologi,93,81,lulus
ganjil,10,biologi,98,59,lulus
ganjil,10,biologi,97,71,lulus
ganjil,10,biologi,86,74,lulus
ganjil,10,biologi,97,60,lulus
ganjil,10,biologi,98,80,lulus
ganjil,10,biologi,98,86,lulus
ganjil,10,biologi,98,89,lulus
ganjil,10,biologi,86,75,lulus
ganjil,10,biologi,98,72,lulus
ganjil,10,biologi,54,58,recourse
ganjil,10,biologi,92,84,lulus
ganjil,10,biologi,85,66,lulus
ganjil,10,biologi,87,77,lulus
ganjil,10,biologi,75,32,recourse
ganjil,10,biologi,97,71,lulus
ganjil,10,biologi,97,70,lulus
ganjil,10,biologi,98,67,lulus
ganjil,10,biologi,97,77,lulus
ganjil,10,biologi,97,80,lulus
ganjil,10,biologi,72,28,recourse
ganjil,10,biologi,93,63,lulus
ganjil,10,biologi,97,77,lulus
ganjil,10,biologi,63,52,recourse
ganjil,10,biologi,90,76,lulus
ganjil,10,biologi,66,38,recourse
ganjil,10,biologi,91,88,lulus
ganjil,10,biologi,98,77,lulus
ganjil,10,biologi,80,57,recourse
ganjil,10,biologi,98,79,lulus
ganjil,10,biologi,98,85,lulus
ganjil,10,biologi,98,66,lulus
ganjil,10,biologi,85,38,recourse
ganjil,10,fisika,83,63,lulus
ganjil,10,fisika,98,93,lulus
ganjil,10,fisika,83,73,lulus
ganjil,10,fisika,68,64,recourse
ganjil,10,fisika,97,78,lulus
ganjil,10,fisika,46,52,recourse
ganjil,10,fisika,92,80,lulus
ganjil,10,fisika,69,81,recourse
ganjil,10,fisika,70,49,recourse
ganjil,10,fisika,82,66,lulus
ganjil,10,fisika,83,62,lulus
ganjil,10,fisika,96,55,lulus
ganjil,10,fisika,93,91,lulus
ganjil,10,fisika,89,74,lulus
ganjil,10,fisika,72,46,lulus
ganjil,10,fisika,69,59,recourse
ganjil,10,fisika,92,76,lulus
ganjil,10,fisika,85,63,lulus
ganjil,10,fisika,74,68,recourse
ganjil,10,fisika,96,89,lulus
ganjil,10,fisika,87,63,lulus
ganjil,10,fisika,93,67,lulus
ganjil,10,fisika,93,82,lulus
ganjil,10,fisika,96,88,lulus
ganjil,10,fisika,95,80,lulus
ganjil,10,fisika,84,76,lulus
ganjil,10,fisika,88,76,lulus
ganjil,10,fisika,94,72,lulus
ganjil,10,fisika,100,95,lulus
ganjil,10,fisika,96,89,lulus
ganjil,10,fisika,98,87,lulus
ganjil,10,fisika,94,77,lulus
ganjil,10,fisika,95,84,lulus
ganjil,10,fisika,60,54,lulus
ganjil,10,fisika,98,86,lulus
ganjil,10,fisika,90,78,lulus
ganjil,10,fisika,86,80,lulus
ganjil,10,fisika,80,50,recourse
ganjil,10,fisika,92,74,lulus
ganjil,10,fisika,94,80,lulus
ganjil,10,fisika,90,75,lulus
ganjil,10,fisika,99,93,lulus
ganjil,10,fisika,97,71,lulus
ganjil,10,fisika,34,56,recourse
ganjil,10,fisika,97,87,lulus
ganjil,10,fisika,96,85,lulus
ganjil,10,fisika,78,72,lulus
ganjil,10,fisika,93,89,lulus
ganjil,10,fisika,74,57,lulus
ganjil,10,fisika,99,93,lulus
ganjil,10,fisika,96,88,lulus
ganjil,10,fisika,91,78,lulus
ganjil,10,fisika,95,85,lulus
ganjil,10,fisika,98,85,lulus
ganjil,10,fisika,97,85,lulus
ganjil,10,fisika,68,56,lulus
ganjil,10,kimia,66,35,recourse
ganjil,10,kimia,99,94,lulus
ganjil,10,kimia,95,78,lulus
ganjil,10,kimia,64,66,recourse
ganjil,10,kimia,95,93,lulus
ganjil,10,kimia,39,70,recourse
ganjil,10,kimia,56,68,recourse
ganjil,10,kimia,56,61,recourse
ganjil,10,kimia,32,49,recourse
ganjil,10,kimia,76,71,recourse
ganjil,10,kimia,57,72,recourse
ganjil,10,kimia,96,82,lulus
ganjil,10,kimia,95,77,lulus
ganjil,10,kimia,88,64,lulus
ganjil,10,kimia,50,41,recourse
ganjil,10,kimia,48,28,recourse
ganjil,10,kimia,89,65,lulus
ganjil,10,kimia,71,73,recourse
ganjil,10,kimia,55,36,recourse
ganjil,10,kimia,93,77,lulus
ganjil,10,kimia,91,71,lulus
ganjil,10,kimia,77,65,recourse
ganjil,10,kimia,94,77,lulus
ganjil,10,kimia,93,77,lulus
ganjil,10,kimia,94,75,lulus
ganjil,10,kimia,92,81,lulus
ganjil,10,kimia,71,80,lulus
ganjil,10,kimia,98,69,lulus
ganjil,10,kimia,98,91,lulus
ganjil,10,kimia,98,80,lulus
ganjil,10,kimia,99,93,lulus
ganjil,10,kimia,97,81,lulus
ganjil,10,kimia,96,80,lulus
ganjil,10,kimia,69,72,recourse
ganjil,10,kimia,97,90,lulus
ganjil,10,kimia,96,81,lulus
ganjil,10,kimia,86,84,lulus
ganjil,10,kimia,64,26,recourse
ganjil,10,kimia,96,77,lulus
ganjil,10,kimia,97,81,lulus
ganjil,10,kimia,91,81,lulus
ganjil,10,kimia,89,89,lulus
ganjil,10,kimia,90,71,lulus
ganjil,10,kimia,45,56,recourse
ganjil,10,kimia,99,84,lulus
ganjil,10,kimia,98,90,lulus
ganjil,10,kimia,76,82,lulus
ganjil,10,kimia,98,64,lulus
ganjil,10,kimia,46,70,recourse
ganjil,10,kimia,99,98,lulus
ganjil,10,kimia,86,72,lulus
ganjil,10,kimia,93,63,lulus
ganjil,10,kimia,91,87,lulus
ganjil,10,kimia,99,87,lulus
ganjil,10,kimia,92,78,lulus
ganjil,10,kimia,45,65,recourse
ganjil,10,geografi,94,53,lulus
ganjil,10,geografi,93,68,lulus
ganjil,10,geografi,81,73,lulus
ganjil,10,geografi,22,40,recourse
ganjil,10,geografi,88,77,lulus
ganjil,10,geografi,91,80,lulus
ganjil,10,geografi,93,54,lulus
ganjil,10,geografi,86,64,lulus
ganjil,10,geografi,87,63,lulus
ganjil,10,geografi,92,55,lulus
ganjil,10,geografi,94,53,lulus
ganjil,10,geografi,81,73,lulus
ganjil,10,geografi,89,75,lulus
ganjil,10,geografi,89,68,lulus
ganjil,10,geografi,91,83,lulus
ganjil,10,geografi,83,68,lulus
ganjil,10,geografi,91,56,lulus
ganjil,10,geografi,28,32,recourse
ganjil,10,geografi,92,66,lulus
ganjil,10,geografi,94,70,lulus
ganjil,10,geografi,92,71,lulus
ganjil,10,geografi,80,75,lulus
ganjil,10,geografi,92,80,lulus
ganjil,10,geografi,93,54,lulus
ganjil,10,geografi,93,54,lulus
ganjil,10,ekonomi,87,70,lulus
ganjil,10,ekonomi,88,80,lulus
ganjil,10,ekonomi,35,59,recourse
