semester,kelas,mapel,kehadiran,nilai_mapel,hasil_akhir
genap,11,math,46,26,recourse
genap,11,math,42,17,recourse
genap,11,math,100,76,lulus
genap,11,math,100,77,recourse
genap,11,math,100,20,recourse
genap,11,math,100,76,lulus
genap,11,math,0,17,recourse
genap,11,math,100,81,lulus
genap,11,math,100,88,lulus
genap,11,math,21,48,recourse
genap,11,math,86,28,recourse
genap,11,math,64,22,recourse
genap,11,math,100,81,lulus
genap,11,math,79,21,recourse
genap,11,math,100,81,lulus
genap,11,math,86,51,recourse
genap,11,math,86,24,recourse
genap,11,math,100,90,lulus
genap,11,math,100,77,lulus
genap,11,math,93,81,lulus
genap,11,math,100,18,recourse
genap,11,math,100,81,lulus
genap,11,sejarah_indonesia,100,81,lulus
genap,11,sejarah_indonesia,92,88,lulus
genap,11,sejarah_indonesia,92,78,lulus
genap,11,sejarah_indonesia,100,86,lulus
genap,11,sejarah_indonesia,83,89,lulus
genap,11,sejarah_indonesia,83,80,recourse
genap,11,sejarah_indonesia,42,71,recourse
genap,11,sejarah_indonesia,83,82,lulus
genap,11,sejarah_indonesia,0,0,recourse
genap,11,sejarah_indonesia,100,82,lulus
genap,11,sejarah_indonesia,58,83,lulus
genap,11,sejarah_indonesia,75,78,lulus
genap,11,sejarah_indonesia,75,83,lulus
genap,11,sejarah_indonesia,75,90,lulus
genap,11,sejarah_indonesia,58,80,lulus
genap,11,sejarah_indonesia,92,91,lulus
genap,11,sejarah_indonesia,58,78,recourse
genap,11,sejarah_indonesia,80,88,lulus
genap,11,sejarah_indonesia,90,89,lulus
genap,11,sejarah_indonesia,60,83,lulus
genap,11,sejarah_indonesia,60,83,lulus
genap,11,sejarah_indonesia,100,83,lulus
genap,11,sejarah_indonesia,80,83,lulus
genap,11,sejarah_indonesia,80,87,lulus
genap,11,sejarah_indonesia,60,84,lulus
genap,11,sejarah_indonesia,60,88,lulus
genap,11,sejarah_indonesia,60,79,lulus
genap,11,sejarah_indonesia,90,87,lulus
genap,11,sejarah_indonesia,60,79,lulus
genap,11,sejarah_indonesia,60,79,lulus
genap,11,sejarah_indonesia,60,85,lulus
genap,11,sejarah_indonesia,80,86,lulus
genap,11,sejarah_indonesia,50,87,lulus
genap,11,sejarah_indonesia,60,85,lulus
genap,11,sejarah_indonesia,80,78,lulus
genap,11,sejarah_indonesia,50,86,lulus
genap,11,sejarah_indonesia,60,79,lulus
genap,11,sejarah_indonesia,83,86,lulus
genap,11,sejarah_indonesia,67,79,lulus
genap,11,sejarah_indonesia,92,91,lulus
genap,11,sejarah_indonesia,67,91,lulus
genap,11,sejarah_indonesia,67,82,lulus
genap,11,sejarah_indonesia,67,79,lulus
genap,11,sejarah_indonesia,67,79,lulus
genap,11,sejarah_indonesia,67,81,lulus
genap,11,sejarah_indonesia,67,83,lulus
genap,11,sejarah_indonesia,67,82,lulus
genap,11,sejarah_indonesia,17,84,recourse
genap,11,sejarah_indonesia,25,63,recourse
genap,11,sejarah_indonesia,67,79,lulus
genap,11,sejarah_indonesia,92,85,lulus
genap,11,sejarah_indonesia,60,80,recourse
genap,11,sejarah_indonesia,70,78,lulus
genap,11,sejarah_indonesia,60,81,recourse
genap,11,sejarah_indonesia,20,62,recourse
genap,11,sejarah_indonesia,80,86,lulus
genap,11,sejarah_indonesia,70,83,lulus
genap,11,sejarah_indonesia,60,83,lulus
genap,11,sejarah_indonesia,60,79,lulus
genap,11,sejarah_indonesia,60,82,lulus
genap,11,sejarah_indonesia,60,81,recourse
genap,11,sejarah_indonesia,60,78,recourse
genap,11,sejarah_indonesia,80,81,lulus
genap,11,sejarah_indonesia,60,85,lulus
genap,11,sejarah_indonesia,10,72,recourse
genap,11,sejarah_indonesia,80,79,lulus
genap,11,sejarah_indonesia,70,79,lulus
genap,11,sejarah_indonesia,80,86,lulus
genap,11,sejarah_indonesia,70,78,lulus
genap,11,sejarah_indonesia,70,80,lulus
genap,11,bahasa_inggris,82,80,lulus
genap,11,bahasa_inggris,79,90,lulus
genap,11,bahasa_inggris,80,82,lulus
genap,11,bahasa_inggris,56,76,recourse
genap,11,bahasa_inggris,79,77,lulus
genap,11,bahasa_inggris,38,70,recourse
genap,11,bahasa_inggris,52,75,recourse
genap,11,bahasa_inggris,80,76,lulus
genap,11,bahasa_inggris,54,67,recourse
genap,11,bahasa_inggris,80,85,lulus
genap,11,bahasa_inggris,78,82,lulus
genap,11,bahasa_inggris,54,54,recourse
genap,11,bahasa_inggris,82,83,lulus
genap,11,bahasa_inggris,64,75,recourse
genap,11,bahasa_inggris,79,87,lulus
genap,11,bahasa_inggris,33,48,recourse
genap,11,bahasa_inggris,67,64,recourse
genap,11,bahasa_inggris,81,83,lulus
genap,11,bahasa_inggris,65,52,recourse
genap,11,bahasa_inggris,78,84,lulus
genap,11,bahasa_inggris,79,74,lulus
genap,11,bahasa_inggris,78,70,lulus
genap,11,bahasa_inggris,77,72,recourse
genap,11,bahasa_inggris,69,65,recourse
genap,11,bahasa_inggris,77,68,recourse
genap,11,bahasa_inggris,52,64,recourse
genap,11,bahasa_inggris,81,79,lulus
genap,11,bahasa_inggris,63,59,recourse
genap,11,bahasa_inggris,33,70,recourse
genap,11,bahasa_inggris,70,80,recourse
genap,11,bahasa_inggris,69,70,recourse
genap,11,bahasa_inggris,88,86,lulus
genap,11,bahasa_inggris,57,87,recourse
genap,11,bahasa_inggris,32,70,recourse
genap,11,bahasa_inggris,79,80,lulus
genap,11,bahasa_inggris,20,46,recourse
genap,11,bahasa_inggris,79,72,lulus
genap,11,bahasa_inggris,27,33,recourse
genap,11,bahasa_inggris,82,82,lulus
genap,11,bahasa_inggris,58,70,recourse
genap,11,bahasa_inggris,37,39,recourse
genap,11,bahasa_inggris,48,79,recourse
genap,11,bahasa_inggris,49,71,recourse
genap,11,bahasa_inggris,77,80,recourse
genap,11,bahasa_inggris,48,83,recourse
genap,11,bahasa_inggris,49,69,recourse
genap,11,bahasa_inggris,40,82,recourse
genap,11,bahasa_inggris,25,48,recourse
genap,11,bahasa_inggris,14,20,recourse
genap,11,bahasa_inggris,80,82,lulus
genap,11,bahasa_inggris,13,22,recourse
genap,11,bahasa_inggris,47,67,recourse
genap,11,bahasa_inggris,77,84,recourse
genap,11,bahasa_inggris,11,27,recourse
genap,11,bahasa_inggris,57,79,recourse
genap,11,bahasa_inggris,82,80,lulus
genap,11,bahasa_inggris,24,51,recourse
genap,11,bahasa_inggris,45,32,recourse
genap,11,bahasa_inggris,38,35,recourse
genap,11,bahasa_inggris,79,77,lulus
genap,11,bahasa_inggris,53,73,recourse
genap,11,bahasa_inggris,78,80,lulus
genap,11,bahasa_inggris,53,61,recourse
genap,11,bahasa_inggris,75,77,recourse
genap,11,bahasa_inggris,63,77,recourse
genap,11,bahasa_inggris,65,78,recourse
genap,11,bahasa_inggris,79,79,lulus
genap,11,bahasa_inggris,24,36,recourse
genap,11,bahasa_inggris,61,79,recourse
genap,11,biologi,100,81,lulus
genap,11,biologi,100,96,lulus
genap,11,biologi,100,83,lulus
genap,11,biologi,87,86,lulus
genap,11,biologi,100,86,lulus
genap,11,biologi,43,48,recourse
genap,11,biologi,93,74,recourse
genap,11,biologi,100,94,lulus
genap,11,biologi,87,57,lulus
genap,11,biologi,100,88,lulus
genap,11,biologi,87,88,lulus
genap,11,biologi,100,84,lulus
genap,11,biologi,100,92,lulus
genap,11,biologi,73,69,lulus
genap,11,biologi,100,87,lulus
genap,11,biologi,93,71,recourse
genap,11,biologi,93,84,lulus
genap,11,biologi,100,96,lulus
genap,11,biologi,87,73,lulus
genap,11,biologi,100,94,lulus
genap,11,biologi,100,82,lulus
genap,11,biologi,80,89,lulus
genap,11,biologi,80,85,lulus
genap,11,biologi,60,89,lulus
genap,11,biologi,100,89,lulus
genap,11,biologi,70,70,lulus
genap,11,biologi,100,91,lulus
genap,11,biologi,60,73,lulus
genap,11,biologi,80,77,lulus
genap,11,biologi,87,93,lulus
genap,11,biologi,100,89,lulus
genap,11,biologi,100,94,lulus
genap,11,biologi,60,94,lulus
genap,11,biologi,60,72,lulus
genap,11,biologi,100,88,lulus
genap,11,fisika,96,81,lulus
genap,11,fisika,97,79,lulus
genap,11,fisika,89,75,lulus
genap,11,fisika,95,67,lulus
genap,11,fisika,92,79,lulus
genap,11,fisika,34,67,recourse
genap,11,fisika,32,53,recourse
genap,11,fisika,98,80,lulus
genap,11,fisika,89,57,lulus
genap,11,fisika,93,81,lulus
genap,11,fisika,91,65,lulus
genap,11,fisika,89,79,lulus
genap,11,fisika,97,80,lulus
genap,11,fisika,74,75,lulus
genap,11,fisika,92,76,lulus
genap,11,fisika,51,50,recourse
genap,11,fisika,98,77,lulus
genap,11,fisika,97,81,lulus
genap,11,fisika,97,73,lulus
genap,11,fisika,98,81,lulus
genap,11,fisika,97,71,lulus
genap,11,fisika,98,77,lulus
genap,11,fisika,88,79,lulus
genap,11,fisika,85,78,lulus
genap,11,fisika,96,79,lulus
genap,11,fisika,25,70,recourse
genap,11,fisika,94,80,lulus
genap,11,fisika,40,70,recourse
genap,11,fisika,50,66,recourse
genap,11,fisika,97,83,lulus
genap,11,fisika,95,75,lulus
genap,11,fisika,97,82,lulus
genap,11,fisika,97,82,lulus
genap,11,fisika,81,64,lulus
genap,11,fisika,99,76,lulus
genap,11,geografi,29,30,recourse
genap,11,geografi,100,83,lulus
genap,11,geografi,82,74,recourse
genap,11,geografi,100,84,lulus
genap,11,geografi,76,84,lulus
genap,11,geografi,82,72,lulus
genap,11,geografi,76,79,lulus
genap,11,geografi,47,79,recourse
genap,11,geografi,71,73,recourse
genap,11,geografi,82,70,lulus
genap,11,geografi,76,83,recourse
genap,11,geografi,35,68,recourse
genap,11,geografi,53,34,recourse
genap,11,geografi,76,60,recourse
genap,11,geografi,94,86,lulus
genap,11,geografi,85,70,lulus
genap,11,geografi,75,87,lulus
genap,11,geografi,82,85,lulus
genap,11,geografi,25,13,recourse
genap,11,geografi,85,83,lulus
genap,11,geografi,85,89,lulus
genap,11,geografi,38,76,recourse
genap,11,geografi,50,62,recourse
genap,11,geografi,88,71,lulus
genap,11,geografi,100,82,lulus
genap,11,geografi,50,72,recourse
genap,11,geografi,82,77,lulus
genap,11,geografi,88,80,lulus
genap,11,geografi,50,61,recourse
genap,11,geografi,94,76,lulus
genap,11,geografi,75,88,lulus
genap,11,geografi,88,84,lulus
genap,11,geografi,44,62,recourse
genap,11,geografi,75,82,lulus
